_id,full_name,email,ssn,ip_address,gender,date_of_birth,zip_code,annual_income,credit_history_months,debt_to_income,savings_balance,spending_Shopping,spending_Rent,spending_Alcohol,spending_total,loan_approved,interest_rate,approved_amount,rejection_reason,processing_timestamp,spending_Dining,spending_Healthcare,spending_Fitness,spending_Entertainment,spending_Insurance,spending_Travel,spending_Transportation,spending_Utilities,spending_Groceries,spending_Education,spending_Adult Entertainment,spending_Gambling,dob_parsed,age,annual_income_imputed,dti_flag,email_invalid,timestamp_missing,spending_exceeds_income
app_089,Janet Wright,janet.wright48@gmail.com,988-25-1177,10.12.86.45,Female,1979-10-02,90251,93000.0,98,0.22,23117,0.0,0.0,0.0,1200,True,5.5,53000.0,,,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,1979-10-02,46.41478439425051,False,False,False,True,False
app_297,Daniel Green,daniel.green70@gmail.com,845-77-4845,172.29.27.236,Male,1983-02-18,10028,81000.0,84,0.38,30102,0.0,0.0,0.0,1590,True,3.5,58000.0,,,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,0.0,0.0,0.0,1983-02-18,43.03353867214237,False,False,False,True,False
app_349,Gregory King,gregory.king61@outlook.com,955-57-2824,192.168.140.62,Male,1989-02-23,10087,78000.0,44,0.34,8641,0.0,0.0,0.0,1030,True,6.3,19000.0,,,0.0,0.0,567.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989-02-23,37.01848049281314,False,False,False,True,False
app_336,Brenda Carter,brenda.carter35@mail.com,103-64-7163,172.26.222.199,Female,1988-02-26,90293,116000.0,39,0.09,27855,0.0,0.0,0.0,1243,False,,,algorithm_risk_score,,0.0,358.0,0.0,0.0,0.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,1988-02-26,38.012320328542096,False,False,False,True,False
app_004,Karen Nelson,karen.nelson35@outlook.com,486-50-5539,172.31.79.76,Female,1995-02-28,90217,69000.0,9,0.41,10327,0.0,0.0,0.0,1139,False,,,high_dti_ratio,,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,810.0,0.0,0.0,0.0,1995-02-28,31.006160164271048,False,False,False,True,False
app_256,William Wright,william.wright77@icloud.com,617-29-5383,192.168.243.142,Male,1995-05-03,10051,55000.0,18,0.23,13079,0.0,0.0,0.0,257,True,3.7,69000.0,,,0.0,0.0,0.0,0.0,0.0,79.0,0.0,178.0,0.0,0.0,0.0,0.0,1995-05-03,30.830937713894592,False,False,False,True,False
app_163,Edward White,edward.white48@gmail.com,324-94-2806,172.26.137.15,Male,1981-06-03,10019,104000.0,58,0.3,38425,404.0,0.0,0.0,404,True,2.9,47000.0,,2024-01-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981-06-03,44.74469541409993,False,False,False,False,False
app_130,Jennifer Wright,jennifer.wright10@mail.com,286-43-9771,172.27.3.208,Female,1981-10-03,90252,135000.0,62,0.09,30902,0.0,598.0,0.0,2073,False,,,algorithm_risk_score,,0.0,804.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981-10-03,44.41067761806981,False,False,False,True,False
app_058,James King,james.king83@icloud.com,449-13-7773,192.168.193.101,Male,1970-03-16,10067,83000.0,114,0.35,50490,0.0,0.0,0.0,504,True,2.8,61000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,1970-03-16,55.96167008898015,False,False,False,True,False
app_386,Angela Carter,angela.carter72@gmail.com,961-42-2857,172.21.133.119,Female,1968-03-20,90283,84000.0,96,0.35,41312,0.0,350.0,0.0,350,True,4.7,66000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968-03-20,57.949349760438054,False,False,False,True,False
app_266,Betty Jones,betty.jones46@protonmail.com,155-87-5931,192.168.5.251,Female,1995-03-04,90202,46000.0,16,0.13,20079,0.0,0.0,0.0,585,False,,,insufficient_credit_history,,0.0,86.0,0.0,0.0,126.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,1995-03-04,30.99520876112252,False,False,False,True,False
app_367,Heather Davis,heather.davis33@icloud.com,618-61-5297,192.168.21.66,Female,1979-08-04,90212,97000.0,64,0.33,36196,558.0,0.0,0.0,917,True,2.7,76000.0,,,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979-08-04,46.57631759069131,False,False,False,True,False
app_175,Raymond Williams,raymond.williams54@yahoo.com,178-62-8743,192.168.49.174,Male,1992-09-04,10012,46000.0,47,0.31,19411,0.0,0.0,0.0,920,True,3.8,51000.0,,2024-01-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,290.0,0.0,0.0,1992-09-04,33.489390828199866,False,False,False,False,False
app_145,Carolyn Robinson,carolyn.robinson18@outlook.com,887-80-6350,10.99.68.231,Female,1990-10-04,90297,85000.0,26,0.43,17930,0.0,0.0,0.0,826,False,,,algorithm_risk_score,2024-01-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,1990-10-04,35.408624229979466,False,False,False,False,False
app_091,Gregory Martin,gregory.martin98@protonmail.com,647-30-3311,10.64.161.126,Male,1988-11-04,90218,95000.0,36,0.12,33444,0.0,0.0,0.0,542,True,4.9,45000.0,,,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988-11-04,37.322381930184804,False,False,False,True,False
app_370,Alexander Hernandez,alexander.hernandez88@yahoo.com,113-57-7065,10.196.26.102,Male,1975-12-04,10005,126000.0,41,0.05,60601,0.0,854.0,0.0,1505,True,5.9,48000.0,,,0.0,0.0,0.0,0.0,455.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1975-12-04,50.24229979466119,False,False,False,True,False
app_181,Rachel Carter,rachel.carter45@yahoo.com,750-28-6195,10.245.209.184,Female,1996-04-13,90284,89000.0,79,0.44,36769,0.0,0.0,0.0,67,True,5.0,54000.0,,2024-01-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-04-13,29.883641341546884,False,False,False,False,False
app_497,Patrick Wilson,patrick.wilson77@hotmail.com,655-58-3025,10.131.43.18,Male,1994-04-20,90233,48000.0,4,0.1,21540,0.0,0.0,0.0,423,False,,,algorithm_risk_score,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,1994-04-20,31.865845311430526,False,False,False,True,False
app_250,Mark Walker,mark.walker39@protonmail.com,165-64-6386,172.19.52.123,Male,1997-04-25,10048,68000.0,37,0.06,48618,0.0,0.0,0.0,430,True,5.6,33000.0,,,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-04-25,28.851471594798085,False,False,False,True,False
app_219,Shirley Davis,shirley.davis94@yahoo.com,994-53-6088,10.71.231.137,Female,1983-11-05,90225,99000.0,28,0.09,66409,0.0,0.0,0.0,423,False,,,insufficient_credit_history,,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,132.0,0.0,0.0,0.0,1983-11-05,42.32169746748802,False,False,False,True,False
app_121,Charles Rivera,charles.rivera57@aol.com,481-83-3837,10.184.42.195,Male,1984-05-21,10020,90000.0,58,0.11,34768,546.0,0.0,0.0,1731,True,3.3,66000.0,,,753.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984-05-21,41.779603011635864,False,False,False,True,False
app_418,Rachel King,rachel.king69@icloud.com,107-92-5280,192.168.65.23,Female,1975-05-31,90272,112000.0,82,0.05,70888,0.0,0.0,0.0,197,True,6.2,36000.0,,,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975-05-31,50.75427789185489,False,False,False,True,False
app_401,Daniel Walker,daniel.walker89@gmail.com,751-65-2036,172.27.207.134,Male,1972-03-06,10038,103000.0,29,0.39,21830,0.0,0.0,0.0,355,False,,,high_dti_ratio,,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-03-06,53.987679671457904,False,False,False,True,False
app_086,Ryan Rodriguez,ryan.rodriguez52@yahoo.com,193-76-6702,172.24.172.32,Male,1993-05-06,10030,115000.0,15,0.17,50342,574.0,0.0,0.0,933,True,2.9,80000.0,,,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993-05-06,32.82135523613963,False,False,False,True,False
app_134,Brandon Moore,brandon.moore99@aol.com,714-64-1550,10.236.143.233,Male,1993-10-06,10048,98000.0,60,0.12,24889,0.0,0.0,0.0,595,True,6.0,69000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,1993-10-06,32.40246406570842,False,False,False,True,False
app_207,Betty White,betty.white53@gmail.com,633-70-2315,10.102.66.189,Female,2000-06-20,90201,62000.0,17,0.32,29372,0.0,0.0,0.0,2382,False,,,algorithm_risk_score,,0.0,0.0,0.0,0.0,866.0,837.0,0.0,0.0,0.0,0.0,0.0,679.0,2000-06-20,25.697467488021903,False,False,False,True,False
app_245,Jason Hernandez,jason.hernandez70@yahoo.com,352-47-5158,192.168.154.147,Male,1994-06-25,10038,97000.0,30,0.26,26829,0.0,0.0,0.0,638,True,4.0,44000.0,,,0.0,0.0,0.0,476.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,1994-06-25,31.685147159479808,False,False,False,True,False
app_051,Nicholas Thompson,nicholas.thompson68@icloud.com,700-28-7948,172.16.4.236,Male,1999-07-15,10060,35000.0,77,0.2,9646,0.0,0.0,0.0,251,False,,,low_income,2027-01-20T00:00:00Z,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-07-15,26.63107460643395,False,False,False,False,False
app_337,Michelle Garcia,michelle.garcia72@protonmail.com,884-71-2102,10.253.246.138,Female,1993-07-26,90237,100000.0,60,0.41,56840,0.0,0.0,0.0,312,True,5.7,45000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,1993-07-26,32.59958932238193,False,False,False,True,False
app_271,Katherine Lopez,katherine.lopez84@gmail.com,696-78-1129,192.168.120.3,Female,1988-07-28,90273,95000.0,44,0.35,34950,0.0,0.0,0.0,128,True,5.8,17000.0,,,0.0,0.0,0.0,0.0,0.0,54.0,0.0,74.0,0.0,0.0,0.0,0.0,1988-07-28,37.59342915811088,False,False,False,True,False
app_431,Anna Martin,anna.martin93@mail.com,597-24-6392,10.150.224.185,Female,1960-02-08,90203,68000.0,129,0.4,24830,0.0,0.0,0.0,1290,False,,,algorithm_risk_score,,0.0,0.0,570.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-02-08,66.06160164271047,False,False,False,True,False
app_375,Karen Brown,karen.brown39@aol.com,579-21-2895,192.168.221.138,Female,1984-05-08,90279,120000.0,64,0.37,50611,0.0,0.0,0.0,418,True,5.9,17000.0,,,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1984-05-08,41.81519507186858,False,False,False,True,False
app_171,Amy Rivera,amy.rivera53@mail.com,361-95-9120,172.19.104.23,Female,1996-05-08,90252,104000.0,47,0.32,16227,0.0,0.0,0.0,461,True,6.2,78000.0,,2024-01-15T00:00:00Z,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-05-08,29.815195071868583,False,False,False,False,False
app_393,Brandon Clark,brandon.clark68@mail.com,644-43-8722,172.27.210.50,Male,1997-08-08,10048,58000.0,21,0.14,10886,0.0,0.0,0.0,2061,False,,,insufficient_credit_history,,651.0,0.0,0.0,0.0,687.0,0.0,0.0,0.0,723.0,0.0,0.0,0.0,1997-08-08,28.56399726214921,False,False,False,True,False
app_257,Stephanie Allen,stephanie.allen86@aol.com,509-17-2576,10.114.115.229,Female,1985-09-08,90252,68000.0,38,0.33,8646,0.0,0.0,0.0,556,True,4.4,58000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,1985-09-08,40.479123887748116,False,False,False,True,False
app_323,Michael Thompson,michael.thompson45@gmail.com,862-33-2796,172.26.169.208,Male,1981-11-08,10090,113000.0,92,0.4,27746,0.0,0.0,0.0,198,True,3.9,80000.0,,,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,65.0,0.0,0.0,1981-11-08,44.31211498973306,False,False,False,True,False
app_482,Joseph Sanchez,joseph.sanchez55@mail.com,706-13-4523,192.168.39.181,Male,1975-12-08,10008,98000.0,61,0.33,23017,0.0,0.0,0.0,970,False,,,high_dti_ratio,,0.0,0.0,0.0,0.0,172.0,0.0,152.0,0.0,0.0,646.0,0.0,0.0,1975-12-08,50.23134839151266,False,False,False,True,False
app_269,William Hall,william.hall20@aol.com,106-34-1270,10.132.131.45,Male,1984-12-08,10009,152000.0,44,0.32,88078,540.0,619.0,0.0,1711,False,,,algorithm_risk_score,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,0.0,0.0,1984-12-08,41.229295003422315,False,False,False,True,False
app_048,Andrew Jones,andrew.jones20@hotmail.com,488-99-5520,172.18.247.172,Male,1983-08-26,10064,107000.0,36,0.2,30597,0.0,584.0,0.0,584,True,5.6,47000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-26,42.5160848733744,False,False,False,True,False
app_260,Thomas Hill,thomas.hill26@aol.com,855-44-3925,10.149.26.211,Male,1967-10-09,10035,36000.0,66,0.2,1358,0.0,0.0,0.0,1135,False,,,algorithm_risk_score,,636.0,0.0,0.0,0.0,0.0,399.0,0.0,100.0,0.0,0.0,0.0,0.0,1967-10-09,58.39561943874059,False,False,False,True,False
app_183,Patrick Lewis,patrick.lewis88@outlook.com,956-25-2870,192.168.39.77,Male,1998-09-20,10003,36000.0,12,0.17,1661,0.0,0.0,0.0,838,True,4.9,16000.0,,2024-01-15T00:00:00Z,0.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-09-20,27.446954140999317,False,False,False,False,False
app_227,Nicole Walker,nicole.walker5@outlook.com,401-38-9057,172.17.226.214,Female,2002-02-10,90257,44000.0,26,0.22,26111,0.0,380.0,0.0,380,False,,,algorithm_risk_score,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-02-10,24.05475701574264,False,False,False,True,False
app_150,Barbara Smith,barbara.smith46@aol.com,740-83-3254,172.19.176.111,Female,1980-08-10,90208,106000.0,49,0.25,38059,0.0,0.0,0.0,858,True,3.0,38000.0,,2024-01-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,0.0,0.0,1980-08-10,45.55783709787816,False,False,False,False,False
app_142,Eric Lee,eric.lee8@outlook.com,813-95-8373,172.19.216.226,Male,2001-10-24,10050,72000.0,66,0.34,15207,0.0,0.0,0.0,146,True,3.0,17000.0,,2024-01-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,2001-10-24,24.35318275154004,False,False,False,False,False
app_372,Kathleen Mitchell,kathleen.mitchell10@outlook.com,381-49-1110,192.168.116.86,Female,1967-03-11,90229,77000.0,115,0.22,22843,0.0,0.0,0.0,582,False,,,algorithm_risk_score,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,1967-03-11,58.97604380561259,False,False,False,True,False
app_426,Dorothy Perez,dorothy.perez96@outlook.com,402-41-6717,10.3.22.225,Female,1970-03-11,90255,78000.0,105,0.09,49213,0.0,0.0,0.0,369,True,2.8,20000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,1970-03-11,55.97535934291581,False,False,False,True,False
app_238,Andrew Carter,andrew.carter41@protonmail.com,760-94-9485,10.39.210.182,Male,1988-03-11,10057,131000.0,112,0.17,65612,0.0,0.0,0.0,2094,False,,,algorithm_risk_score,,720.0,0.0,666.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988-03-11,37.973990417522245,False,False,False,True,False
app_321,Susan Young,susan.young28@hotmail.com,395-66-6220,172.25.233.1,Female,1981-06-11,10081,74000.0,77,0.07,26411,0.0,0.0,0.0,61,False,,,algorithm_risk_score,,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981-06-11,44.72279260780287,False,False,False,True,False
app_300,Ashley Scott,ashley.scott88@mail.com,638-10-7462,192.168.4.136,Female,1990-06-11,10094,75000.0,0,0.39,40180,0.0,0.0,0.0,1199,True,3.5,36000.0,,,0.0,0.0,0.0,0.0,798.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,1990-06-11,35.723477070499655,False,False,False,True,False
app_159,Daniel Gonzalez,daniel.gonzalez84@aol.com,322-72-6023,192.168.123.26,Male,1960-10-11,10084,107000.0,89,0.22,61596,0.0,0.0,0.0,1085,True,6.1,58000.0,,2024-01-15T00:00:00Z,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0,1960-10-11,65.38809034907598,False,False,False,False,False
app_192,Dennis Lopez,dennis.lopez78@yahoo.com,936-44-8002,172.29.183.18,Male,1985-11-15,10088,78000.0,40,0.22,34292,0.0,0.0,0.0,650,True,6.0,18000.0,,2024-01-15T00:00:00Z,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985-11-15,40.29295003422313,False,False,False,False,False
app_457,Rebecca Roberts,rebecca.roberts71@icloud.com,713-43-5812,10.38.185.33,Female,1964-11-18,90270,126000.0,95,0.34,55610,0.0,526.0,0.0,1653,True,6.2,34000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,0.0,0.0,444.0,1964-11-18,61.28405201916495,False,False,False,True,False
app_132,Justin Rodriguez,justin.rodriguez96@mail.com,387-16-2383,192.168.209.11,Male,1975-11-26,10040,82000.0,42,0.39,25146,0.0,0.0,0.0,666,True,5.6,32000.0,,,0.0,91.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975-11-26,50.26420260095825,False,False,False,True,False
app_179,Paul Roberts,paul.roberts46@yahoo.com,880-83-3129,172.21.233.185,Male,1993-07-12,10092,85000.0,30,0.24,31966,0.0,0.0,0.0,1234,True,3.4,42000.0,,2026-03-15T00:00:00Z,0.0,392.0,0.0,0.0,0.0,0.0,0.0,842.0,0.0,0.0,0.0,0.0,1993-07-12,32.63791923340178,False,False,False,False,False
app_021,Maria Rodriguez,maria.rodriguez24@protonmail.com,661-89-6961,192.168.224.244,Female,1982-08-12,90234,100000.0,96,0.11,29386,0.0,0.0,0.0,513,True,4.7,40000.0,,,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-08-12,43.553730321697465,False,False,False,True,False
app_239,Pamela Jackson,pamela.jackson33@gmail.com,501-16-9057,10.66.71.252,Female,1970-12-13,90260,58000.0,118,0.25,10333,0.0,0.0,0.0,159,False,,,algorithm_risk_score,,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-12-13,55.21697467488022,False,False,False,True,False
app_154,Michelle Perez,michelle.perez39@protonmail.com,372-23-4447,192.168.101.97,Female,1985-12-16,30015,119000.0,65,0.09,86849,0.0,0.0,0.0,60,True,6.5,15000.0,,2024-01-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1985-12-16,40.20807665982204,False,False,False,False,False
app_424,Kevin Campbell,kevin.campbell22@gmail.com,671-88-1195,192.168.252.141,Male,1983-12-23,10020,98000.0,30,0.12,13780,0.0,0.0,0.0,627,False,,,algorithm_risk_score,,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-12-23,42.19028062970568,False,False,False,True,False
app_261,Raymond Hall,raymond.hall45@hotmail.com,129-78-7265,10.137.212.135,Male,1972-12-28,10041,63000.0,59,0.38,23287,0.0,0.0,0.0,604,False,,,algorithm_risk_score,,0.0,0.0,0.0,0.0,0.0,352.0,252.0,0.0,0.0,0.0,0.0,0.0,1972-12-28,53.17453798767967,False,False,False,True,False
app_464,Christine Hill,christine.hill24@gmail.com,400-67-4126,172.21.190.120,Female,1993-06-13,90239,41000.0,28,0.33,22193,0.0,325.0,0.0,1175,False,,,high_dti_ratio,,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993-06-13,32.71731690622861,False,False,False,True,False
app_014,Pamela Gonzalez,pamela.gonzalez4@mail.com,622-41-3198,192.168.120.82,Female,1995-01-14,10086,112000.0,35,0.45,9647,0.0,0.0,0.0,339,False,,,algorithm_risk_score,,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-01-14,31.129363449691994,False,False,False,True,False
app_275,Maria Miller,maria.miller67@outlook.com,417-25-4912,172.25.58.70,Female,1982-02-14,10019,110000.0,33,0.05,49933,0.0,0.0,0.0,571,False,,,algorithm_risk_score,,0.0,0.0,0.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-02-14,44.04380561259411,False,False,False,True,False
app_108,Timothy Thomas,timothy.thomas35@yahoo.com,829-65-3490,10.226.135.76,Male,1975-06-14,10057,93000.0,62,0.42,29257,0.0,0.0,0.0,383,True,4.2,44000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,1975-06-14,50.71594798083505,False,False,False,True,False
app_116,Emily Harris,emily.harris96@hotmail.com,671-84-8245,172.29.175.6,Female,1993-08-14,90224,102000.0,38,0.09,41035,0.0,0.0,0.0,740,False,,,algorithm_risk_score,,0.0,0.0,301.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,1993-08-14,32.54757015742642,False,False,False,True,False
app_228,Emily Walker,emily.walker42@outlook.com,175-63-6572,192.168.253.184,Female,1987-12-14,90280,70000.0,58,0.42,25883,0.0,0.0,0.0,996,True,3.5,35000.0,,,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,1987-12-14,38.21492128678987,False,False,False,True,False
app_433,Karen Johnson,karen.johnson38@gmail.com,112-79-4713,10.114.154.164,Female,1991-09-15,10010,67000.0,28,0.14,26113,0.0,0.0,0.0,530,True,4.4,78000.0,,,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991-09-15,34.46132785763176,False,False,False,True,False
app_446,Ronald King,ronald.king78@protonmail.com,352-74-8563,192.168.40.222,Male,1998-04-16,10015,73000.0,19,0.31,47962,0.0,0.0,0.0,1549,True,3.4,20000.0,,,0.0,0.0,0.0,0.0,0.0,650.0,899.0,0.0,0.0,0.0,0.0,0.0,1998-04-16,27.876796714579054,False,False,False,True,False
app_462,Debra Gonzalez,debra.gonzalez91@protonmail.com,364-67-3550,172.31.18.200,Female,1966-02-17,90278,91000.0,78,0.18,25979,0.0,0.0,0.0,1372,True,2.8,60000.0,,,0.0,599.0,0.0,0.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,1966-02-17,60.035592060232716,False,False,False,True,False
app_244,David Nguyen,david.nguyen10@gmail.com,821-96-5629,172.23.242.225,Male,1996-03-17,10074,79000.0,56,0.08,17047,0.0,0.0,0.0,500,True,3.2,26000.0,,,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-03-17,29.95756331279945,False,False,False,True,False
